"race","week","gender","count"
"Native","2018-09","Male",9
"Native","2018-10","Female",11
"Native","2018-10","Male",11
"Native","2018-10","Unknown",1
"Native","2018-11","Female",13
"Native","2018-11","Male",14
"Native","2018-12","Female",13
"Native","2018-12","Male",10
"Native","2018-13","Female",6
"Native","2018-13","Male",16
"Native","2018-14","Female",8
"Native","2018-14","Male",8
"Native","2018-15","Female",10
"Native","2018-15","Male",11
"Native","2018-16","Female",14
"Native","2018-16","Male",9
"Native","2018-17","Female",9
"Native","2018-17","Male",18
"Native","2018-18","Female",21
"Native","2018-18","Male",9
"Native","2018-19","Female",16
"Native","2018-19","Male",20
"Native","2018-20","Female",14
"Native","2018-20","Male",15
"Native","2018-21","Female",9
"Native","2018-21","Male",20
"Native","2018-22","Female",13
"Native","2018-22","Male",20
"Native","2018-23","Female",10
"Native","2018-23","Unknown",1
"Native","2018-23","Male",9
"Native","2018-24","Female",10
"Native","2018-24","Male",11
"Native","2018-25","Female",10
"Native","2018-25","Male",19
"Native","2018-26","Female",6
"Native","2018-26","Male",15
"Native","2018-27","Female",3
"Native","2018-27","Male",11
"Native","2018-27","Unknown",1
"Native","2018-28","Female",10
"Native","2018-28","Male",21
"Native","2018-29","Female",15
"Native","2018-29","Male",13
"Native","2018-29","Unknown",2
"Native","2018-30","Female",15
"Native","2018-30","Male",28
"Native","2018-31","Female",12
"Native","2018-31","Male",14
"Native","2018-31","Unknown",1
"Native","2018-32","Female",9
"Native","2018-32","Male",9
"Native","2018-33","Female",15
"Native","2018-33","Male",11
"Native","2018-34","Female",6
"Native","2018-34","Male",10
"Native","2018-34","Unknown",1
"Native","2018-35","Female",9
"Native","2018-35","Male",14
"Native","2018-36","Female",7
"Native","2018-36","Male",7
"Native","2018-37","Female",7
"Native","2018-37","Male",9
"Native","2018-37","Unknown",1
"Native","2018-38","Female",9
"Native","2018-38","Male",9
"Native","2018-38","Unknown",1
"Native","2018-39","Female",12
"Native","2018-39","Male",11
"Native","2018-40","Female",5
"Native","2018-40","Male",9
"Native","2018-41","Female",7
"Native","2018-41","Male",3
"Native","2018-42","Female",7
"Native","2018-42","Male",8
"Native","2018-43","Female",3
"Native","2018-43","Male",9
"Native","2018-44","Female",4
"Native","2018-44","Male",9
"Native","2018-45","Female",3
"Native","2018-45","Male",7
"Native","2018-46","Female",10
"Native","2018-46","Male",13
"Native","2018-46","Unknown",1
"Native","2018-47","Female",7
"Native","2018-47","Male",3
"Native","2018-48","Female",2
"Native","2018-48","Unknown",1
"Native","2018-48","Male",6
"Native","2018-49","Female",2
"Native","2018-49","Male",3
"Native","2018-50","Female",2
"Native","2018-50","Male",11
"Native","2018-51","Female",7
"Native","2018-51","Male",10
"Native","2018-52","Female",6
"Native","2018-52","Male",6
"Native","2019-01","Female",6
"Native","2019-01","Male",10
"Native","2019-02","Female",5
"Native","2019-02","Male",16
"Native","2019-03","Female",3
"Native","2019-03","Male",9
"Native","2019-04","Female",8
"Native","2019-04","Male",11
"Native","2019-05","Female",4
"Native","2019-05","Male",3
"Native","2019-06","Female",5
"Native","2019-06","Male",7
"Native","2019-07","Female",3
"Native","2019-07","Male",6
"Native","2019-07","Unknown",1
"Native","2019-08","Female",7
"Native","2019-08","Male",3
"Native","2019-09","Female",4
"Native","2019-09","Male",5
"Native","2019-10","Female",4
"Native","2019-10","Male",10
"Native","2019-11","Female",4
"Native","2019-11","Male",12
"Native","2019-12","Female",2
"Native","2019-12","Male",13
"Native","2019-13","Female",4
"Native","2019-13","Male",8
"Native","2019-14","Female",4
"Native","2019-14","Male",10
"Native","2019-15","Female",4
"Native","2019-15","Male",8
"Native","2019-16","Female",6
"Native","2019-16","Male",11
"Native","2019-17","Female",4
"Native","2019-17","Male",8
"Native","2019-18","Female",5
"Native","2019-18","Male",10
"Native","2019-19","Female",8
"Native","2019-19","Male",10
"Native","2019-19","Unknown",1
"Native","2019-20","Female",7
"Native","2019-20","Male",11
"Native","2019-21","Female",17
"Native","2019-21","Male",11
"Native","2019-21","Unknown",1
"Native","2019-22","Female",8
"Native","2019-22","Male",13
"Native","2019-23","Female",8
"Native","2019-23","Male",12
"Native","2019-24","Female",4
"Native","2019-24","Unknown",1
"Native","2019-24","Male",13
"Native","2019-25","Female",14
"Native","2019-25","Male",12
"Native","2019-26","Female",10
"Native","2019-26","Male",14
"Native","2019-26","Unknown",1
"Native","2019-27","Female",11
"Native","2019-27","Male",15
"Native","2019-28","Female",10
"Native","2019-28","Male",13
"Native","2019-29","Female",13
"Native","2019-29","Male",16
"Native","2019-30","Female",14
"Native","2019-30","Male",15
"Native","2019-31","Female",17
"Native","2019-31","Male",20
"Native","2019-32","Female",16
"Native","2019-32","Male",12
"Native","2019-33","Female",5
"Native","2019-33","Male",20
"Native","2019-33","Unknown",1
"Native","2019-34","Female",4
"Native","2019-34","Male",14
"Native","2019-35","Female",6
"Native","2019-35","Male",9
"Native","2019-36","Female",8
"Native","2019-36","Male",18
"Native","2019-36","Unknown",1
"Native","2019-37","Female",4
"Native","2019-37","Male",8
"Native","2019-38","Female",8
"Native","2019-38","Male",13
"Native","2019-39","Female",12
"Native","2019-39","Male",14
"Native","2019-39","Unknown",1
"Native","2019-40","Female",7
"Native","2019-40","Male",19
"Native","2019-40","Unknown",1
"Native","2019-41","Female",9
"Native","2019-41","Male",13
"Native","2019-42","Female",3
"Native","2019-42","Male",10
"Native","2019-43","Female",3
"Native","2019-43","Male",10
"Native","2019-44","Female",4
"Native","2019-44","Male",9
"Native","2019-45","Female",10
"Native","2019-45","Male",6
"Native","2019-46","Female",7
"Native","2019-46","Male",7
"Native","2019-47","Female",5
"Native","2019-47","Male",9
"Native","2019-48","Female",4
"Native","2019-48","Male",3
"Native","2019-49","Female",6
"Native","2019-49","Male",9
"Native","2019-50","Female",3
"Native","2019-50","Unknown",1
"Native","2019-50","Male",8
"Native","2019-51","Female",4
"Native","2019-51","Male",7
"Native","2019-52","Female",5
"Native","2019-52","Male",10
"Native","2020-01","Female",7
"Native","2020-01","Male",1
"Native","2020-01","Unknown",1
"Native","2020-02","Female",7
"Native","2020-02","Male",9
"Native","2020-03","Female",6
"Native","2020-03","Male",8
"Native","2020-04","Female",8
"Native","2020-04","Male",8
"Native","2020-05","Female",10
"Native","2020-05","Male",11
"Native","2020-06","Female",9
"Native","2020-06","Male",9
"Native","2020-07","Female",6
"Native","2020-07","Male",12
"Native","2020-08","Female",5
"Native","2020-08","Male",8
"Native","2020-09","Female",9
"Native","2020-09","Male",10
"Native","2020-10","Female",9
"Native","2020-10","Male",16
"Native","2020-11","Female",4
"Native","2020-11","Male",17
"Native","2020-12","Female",4
"Native","2020-12","Male",9
"Native","2020-13","Female",4
"Native","2020-13","Male",14
"Native","2020-14","Female",5
"Native","2020-14","Male",10
"Native","2020-15","Female",11
"Native","2020-15","Male",20
"Native","2020-15","Unknown",1
"Native","2020-16","Female",5
"Native","2020-16","Male",13
"Native","2020-16","Unknown",1
"Native","2020-17","Female",15
"Native","2020-17","Male",13
"Native","2020-18","Female",15
"Native","2020-18","Male",15
"Native","2020-18","Unknown",2
"Native","2020-19","Female",9
"Native","2020-19","Male",18
"Native","2020-20","Female",5
"Native","2020-20","Male",8
"Native","2020-21","Female",9
"Native","2020-21","Male",12
"Native","2020-22","Female",1
"Native","2020-22","Male",4
"Native","2020-22","Unknown",1
"Native","2020-23","Female",1
"Native","2020-23","Male",5
"Native","2020-24","Female",1
"Native","2020-24","Male",1
"Other","2016-44","Female",2
"Other","2016-44","Male",6
"Other","2016-44","Unknown",1
"Other","2016-45","Female",9
"Other","2016-45","Male",13
"Other","2016-45","Unknown",1
"Other","2016-46","Female",2
"Other","2016-46","Male",13
"Other","2016-46","Unknown",1
"Other","2016-47","Female",5
"Other","2016-47","Unknown",1
"Other","2016-47","Male",18
"Other","2016-47","Unknown",1
"Other","2016-48","Female",4
"Other","2016-48","Male",10
"Other","2016-48","Unknown",4
"Other","2016-49","Male",10
"Other","2016-49","Unknown",2
"Other","2016-50","Female",4
"Other","2016-50","Male",11
"Other","2016-50","Unknown",3
"Other","2016-51","Female",4
"Other","2016-51","Male",15
"Other","2016-51","Unknown",6
"Other","2016-52","Female",9
"Other","2016-52","Male",24
"Other","2016-52","Unknown",2
"Other","2017-01","Female",6
"Other","2017-01","Unknown",1
"Other","2017-01","Male",15
"Other","2017-01","Unknown",2
"Other","2017-02","Female",8
"Other","2017-02","Male",24
"Other","2017-02","Unknown",2
"Other","2017-03","Female",6
"Other","2017-03","Male",13
"Other","2017-03","Unknown",2
"Other","2017-04","Female",8
"Other","2017-04","Male",23
"Other","2017-04","Unknown",3
"Other","2017-05","Female",6
"Other","2017-05","Male",25
"Other","2017-05","Unknown",7
"Other","2017-06","Female",6
"Other","2017-06","Male",25
"Other","2017-06","Unknown",5
"Other","2017-07","Female",9
"Other","2017-07","Unknown",1
"Other","2017-07","Male",23
"Other","2017-07","Unknown",1
"Other","2017-08","Female",18
"Other","2017-08","Male",26
"Other","2017-09","Female",4
"Other","2017-09","Male",21
"Other","2017-09","Unknown",4
"Other","2017-10","Female",6
"Other","2017-10","Male",19
"Other","2017-10","Unknown",4
"Other","2017-11","Female",10
"Other","2017-11","Male",26
"Other","2017-11","Unknown",3
"Other","2017-12","Female",7
"Other","2017-12","Male",16
"Other","2017-12","Unknown",3
"Other","2017-13","Female",6
"Other","2017-13","Male",24
"Other","2017-13","Unknown",3
"Other","2017-14","Female",8
"Other","2017-14","Male",31
"Other","2017-14","Unknown",1
"Other","2017-15","Female",5
"Other","2017-15","Male",20
"Other","2017-15","Unknown",1
"Other","2017-16","Female",11
"Other","2017-16","Male",39
"Other","2017-16","Unknown",3
"Other","2017-17","Female",6
"Other","2017-17","Male",22
"Other","2017-17","Unknown",2
"Other","2017-18","Female",6
"Other","2017-18","Male",21
"Other","2017-18","Unknown",1
"Other","2017-19","Female",2
"Other","2017-19","Male",21
"Other","2017-19","Unknown",1
"Other","2017-20","Female",5
"Other","2017-20","Unknown",1
"Other","2017-20","Male",17
"Other","2017-20","Unknown",4
"Other","2017-21","Female",8
"Other","2017-21","Unknown",2
"Other","2017-21","Male",18
"Other","2017-21","Unknown",4
"Other","2017-22","Female",4
"Other","2017-22","Unknown",1
"Other","2017-22","Male",15
"Other","2017-22","Unknown",6
"Other","2017-23","Female",12
"Other","2017-23","Male",23
"Other","2017-23","Unknown",1
"Other","2017-24","Female",3
"Other","2017-24","Male",13
"Other","2017-24","Unknown",2
"Other","2017-25","Female",5
"Other","2017-25","Male",15
"Other","2017-25","Unknown",2
"Other","2017-26","Female",5
"Other","2017-26","Unknown",1
"Other","2017-26","Male",13
"Other","2017-26","Unknown",4
"Other","2017-27","Female",6
"Other","2017-27","Unknown",2
"Other","2017-27","Male",13
"Other","2017-27","Unknown",3
"Other","2017-28","Female",8
"Other","2017-28","Male",23
"Other","2017-28","Unknown",4
"Other","2017-29","Female",2
"Other","2017-29","Male",8
"Other","2017-29","Unknown",2
"Other","2017-30","Female",5
"Other","2017-30","Unknown",1
"Other","2017-30","Male",10
"Other","2017-30","Unknown",5
"Other","2017-31","Female",4
"Other","2017-31","Male",8
"Other","2017-31","Unknown",4
"Other","2017-32","Female",5
"Other","2017-32","Male",23
"Other","2017-32","Unknown",4
"Other","2017-33","Female",8
"Other","2017-33","Male",12
"Other","2017-33","Unknown",4
"Other","2017-34","Female",7
"Other","2017-34","Male",11
"Other","2017-34","Unknown",2
"Other","2017-35","Female",5
"Other","2017-35","Male",19
"Other","2017-35","Unknown",2
"Other","2017-36","Female",5
"Other","2017-36","Unknown",1
"Other","2017-36","Male",13
"Other","2017-36","Unknown",6
"Other","2017-37","Female",8
"Other","2017-37","Male",11
"Other","2017-37","Unknown",3
"Other","2017-38","Female",5
"Other","2017-38","Male",16
"Other","2017-38","Unknown",3
"Other","2017-39","Female",7
"Other","2017-39","Male",22
"Other","2017-39","Unknown",3
"Other","2017-40","Female",6
"Other","2017-40","Unknown",1
"Other","2017-40","Male",16
"Other","2017-40","Unknown",6
"Other","2017-41","Female",5
"Other","2017-41","Male",19
"Other","2017-41","Unknown",3
"Other","2017-42","Female",3
"Other","2017-42","Male",22
"Other","2017-42","Unknown",1
"Other","2017-43","Female",4
"Other","2017-43","Male",21
"Other","2017-43","Unknown",2
"Other","2017-44","Female",5
"Other","2017-44","Male",15
"Other","2017-44","Unknown",3
"Other","2017-45","Female",5
"Other","2017-45","Male",19
"Other","2017-46","Female",5
"Other","2017-46","Male",15
"Other","2017-46","Unknown",4
"Other","2017-47","Female",4
"Other","2017-47","Male",12
"Other","2017-48","Female",8
"Other","2017-48","Male",18
"Other","2017-48","Unknown",1
"Other","2017-49","Female",2
"Other","2017-49","Unknown",2
"Other","2017-49","Male",9
"Other","2017-49","Unknown",1
"Other","2017-50","Female",3
"Other","2017-50","Male",21
"Other","2017-51","Female",1
"Other","2017-51","Unknown",1
"Other","2017-51","Male",8
"Other","2017-51","Unknown",3
"Other","2017-52","Female",3
"Other","2017-52","Male",21
"Other","2017-52","Unknown",5
"Other","2018-01","Female",3
"Other","2018-01","Male",12
"Other","2018-02","Female",4
"Other","2018-02","Male",15
"Other","2018-02","Unknown",1
"Other","2018-03","Female",8
"Other","2018-03","Male",13
"Other","2018-04","Female",5
"Other","2018-04","Male",20
"Other","2018-05","Female",10
"Other","2018-05","Male",16
"Other","2018-05","Unknown",5
"Other","2018-06","Female",6
"Other","2018-06","Unknown",1
"Other","2018-06","Male",13
"Other","2018-06","Unknown",1
"Other","2018-07","Female",8
"Other","2018-07","Male",19
"Other","2018-07","Unknown",2
"Other","2018-08","Female",2
"Other","2018-08","Male",15
"Other","2018-08","Unknown",3
"Other","2018-09","Female",6
"Other","2018-09","Male",15
"Other","2018-10","Female",7
"Other","2018-10","Male",22
"Other","2018-11","Female",8
"Other","2018-11","Male",17
"Other","2018-11","Unknown",1
"Other","2018-12","Female",10
"Other","2018-12","Male",21
"Other","2018-12","Unknown",2
"Other","2018-13","Female",5
"Other","2018-13","Male",22
"Other","2018-13","Unknown",2
"Other","2018-14","Female",6
"Other","2018-14","Male",25
"Other","2018-14","Unknown",2
"Other","2018-15","Female",6
"Other","2018-15","Male",13
"Other","2018-16","Female",9
"Other","2018-16","Male",20
"Other","2018-16","Unknown",1
"Other","2018-17","Female",3
"Other","2018-17","Male",16
"Other","2018-17","Unknown",2
"Other","2018-18","Female",6
"Other","2018-18","Unknown",1
"Other","2018-18","Male",16
"Other","2018-18","Unknown",2
"Other","2018-19","Female",10
"Other","2018-19","Male",19
"Other","2018-19","Unknown",3
"Other","2018-20","Female",11
"Other","2018-20","Male",26
"Other","2018-20","Unknown",1
"Other","2018-21","Female",9
"Other","2018-21","Male",21
"Other","2018-21","Unknown",2
"Other","2018-22","Female",11
"Other","2018-22","Male",16
"Other","2018-22","Unknown",2
"Other","2018-23","Female",5
"Other","2018-23","Unknown",1
"Other","2018-23","Male",13
"Other","2018-23","Unknown",2
"Other","2018-24","Female",1
"Other","2018-24","Male",7
"Other","2018-24","Unknown",2
"Other","2018-25","Female",3
"Other","2018-25","Male",14
"Other","2018-25","Unknown",2
"Other","2018-26","Female",4
"Other","2018-26","Male",9
"Other","2018-26","Unknown",2
"Other","2018-27","Female",6
"Other","2018-27","Male",18
"Other","2018-27","Unknown",2
"Other","2018-28","Female",4
"Other","2018-28","Male",15
"Other","2018-28","Unknown",3
"Other","2018-29","Female",8
"Other","2018-29","Male",15
"Other","2018-29","Unknown",2
"Other","2018-30","Female",1
"Other","2018-30","Male",11
"Other","2018-30","Unknown",2
"Other","2018-31","Female",7
"Other","2018-31","Unknown",1
"Other","2018-31","Male",12
"Other","2018-31","Unknown",3
"Other","2018-32","Female",2
"Other","2018-32","Male",15
"Other","2018-32","Unknown",1
"Other","2018-33","Female",5
"Other","2018-33","Male",8
"Other","2018-33","Unknown",2
"Other","2018-34","Female",2
"Other","2018-34","Male",9
"Other","2018-35","Female",4
"Other","2018-35","Male",7
"Other","2018-35","Unknown",1
"Other","2018-36","Female",5
"Other","2018-36","Male",12
"Other","2018-37","Male",8
"Other","2018-37","Unknown",1
"Other","2018-38","Female",7
"Other","2018-38","Male",15
"Other","2018-38","Unknown",2
"Other","2018-39","Female",2
"Other","2018-39","Male",14
"Other","2018-39","Unknown",1
"Other","2018-40","Female",2
"Other","2018-40","Male",8
"Other","2018-40","Unknown",4
"Other","2018-41","Female",6
"Other","2018-41","Male",8
"Other","2018-41","Unknown",2
"Other","2018-42","Female",2
"Other","2018-42","Male",13
"Other","2018-43","Female",2
"Other","2018-43","Male",15
"Other","2018-43","Unknown",3
"Other","2018-44","Female",4
"Other","2018-44","Male",13
"Other","2018-44","Unknown",1
"Other","2018-45","Male",12
"Other","2018-46","Female",4
"Other","2018-46","Male",12
"Other","2018-47","Female",3
"Other","2018-47","Male",6
"Other","2018-48","Female",5
"Other","2018-48","Male",8
"Other","2018-48","Unknown",1
"Other","2018-49","Male",12
"Other","2018-49","Unknown",1
"Other","2018-50","Female",1
"Other","2018-50","Unknown",1
"Other","2018-50","Male",10
"Other","2018-50","Unknown",1
"Other","2018-51","Female",3
"Other","2018-51","Male",10
"Other","2018-51","Unknown",1
"Other","2018-52","Female",3
"Other","2018-52","Male",15
"Other","2018-52","Unknown",2
"Other","2019-01","Female",3
"Other","2019-01","Male",12
"Other","2019-01","Unknown",1
"Other","2019-02","Female",3
"Other","2019-02","Male",14
"Other","2019-03","Female",1
"Other","2019-03","Male",8
"Other","2019-03","Unknown",2
"Other","2019-04","Female",2
"Other","2019-04","Unknown",1
"Other","2019-04","Male",8
"Other","2019-04","Unknown",2
"Other","2019-05","Female",1
"Other","2019-05","Male",4
"Other","2019-05","Unknown",3
"Other","2019-06","Female",1
"Other","2019-06","Male",14
"Other","2019-06","Unknown",3
"Other","2019-07","Female",2
"Other","2019-07","Male",11
"Other","2019-08","Female",4
"Other","2019-08","Male",6
"Other","2019-08","Unknown",1
"Other","2019-09","Female",5
"Other","2019-09","Male",8
"Other","2019-09","Unknown",2
"Other","2019-10","Female",1
"Other","2019-10","Male",8
"Other","2019-10","Unknown",1
"Other","2019-11","Female",3
"Other","2019-11","Male",11
"Other","2019-12","Male",11
"Other","2019-13","Female",5
"Other","2019-13","Male",12
"Other","2019-13","Unknown",1
"Other","2019-14","Female",3
"Other","2019-14","Male",8
"Other","2019-14","Unknown",1
"Other","2019-15","Female",3
"Other","2019-15","Male",6
"Other","2019-16","Female",1
"Other","2019-16","Male",13
"Other","2019-16","Unknown",3
"Other","2019-17","Female",3
"Other","2019-17","Male",5
"Other","2019-17","Unknown",2
"Other","2019-18","Female",5
"Other","2019-18","Male",5
"Other","2019-19","Female",4
"Other","2019-19","Male",11
"Other","2019-20","Male",7
"Other","2019-21","Female",2
"Other","2019-21","Male",10
"Other","2019-21","Unknown",1
"Other","2019-22","Female",5
"Other","2019-22","Male",12
"Other","2019-22","Unknown",4
"Other","2019-23","Female",1
"Other","2019-23","Male",16
"Other","2019-24","Female",2
"Other","2019-24","Male",8
"Other","2019-24","Unknown",2
"Other","2019-25","Female",4
"Other","2019-25","Male",15
"Other","2019-25","Unknown",3
"Other","2019-26","Female",1
"Other","2019-26","Male",4
"Other","2019-26","Unknown",2
"Other","2019-27","Female",2
"Other","2019-27","Unknown",1
"Other","2019-27","Male",16
"Other","2019-27","Unknown",4
"Other","2019-28","Female",4
"Other","2019-28","Unknown",1
"Other","2019-28","Male",15
"Other","2019-28","Unknown",2
"Other","2019-29","Female",3
"Other","2019-29","Male",12
"Other","2019-30","Female",5
"Other","2019-30","Male",5
"Other","2019-30","Unknown",2
"Other","2019-31","Female",2
"Other","2019-31","Male",9
"Other","2019-31","Unknown",2
"Other","2019-32","Female",2
"Other","2019-32","Male",9
"Other","2019-32","Unknown",2
"Other","2019-33","Female",6
"Other","2019-33","Male",6
"Other","2019-33","Unknown",3
"Other","2019-34","Female",2
"Other","2019-34","Male",10
"Other","2019-35","Female",6
"Other","2019-35","Male",10
"Other","2019-35","Unknown",2
"Other","2019-36","Female",6
"Other","2019-36","Male",12
"Other","2019-37","Female",4
"Other","2019-37","Male",13
"Other","2019-37","Unknown",1
"Other","2019-38","Female",3
"Other","2019-38","Male",11
"Other","2019-38","Unknown",4
"Other","2019-39","Female",5
"Other","2019-39","Male",9
"Other","2019-39","Unknown",3
"Other","2019-40","Female",2
"Other","2019-40","Male",8
"Other","2019-40","Unknown",1
"Other","2019-41","Female",2
"Other","2019-41","Male",8
"Other","2019-42","Female",2
"Other","2019-42","Male",8
"Other","2019-42","Unknown",2
"Other","2019-43","Female",2
"Other","2019-43","Male",9
"Other","2019-43","Unknown",1
"Other","2019-44","Female",5
"Other","2019-44","Male",3
"Other","2019-44","Unknown",1
"Other","2019-45","Female",3
"Other","2019-45","Unknown",1
"Other","2019-45","Male",14
"Other","2019-46","Female",6
"Other","2019-46","Male",8
"Other","2019-47","Female",2
"Other","2019-47","Male",9
"Other","2019-47","Unknown",1
"Other","2019-48","Female",1
"Other","2019-48","Male",6
"Other","2019-48","Unknown",1
"Other","2019-49","Female",4
"Other","2019-49","Male",9
"Other","2019-49","Unknown",1
"Other","2019-50","Female",1
"Other","2019-50","Male",3
"Other","2019-50","Unknown",1
"Other","2019-51","Female",1
"Other","2019-51","Male",5
"Other","2019-51","Unknown",1
"Other","2019-52","Female",3
"Other","2019-52","Male",8
"Other","2019-52","Unknown",1
"Other","2020-01","Female",2
"Other","2020-01","Male",5
"Other","2020-01","Unknown",1
"Other","2020-02","Female",4
"Other","2020-02","Male",10
"Other","2020-03","Female",1
"Other","2020-03","Male",4
"Other","2020-03","Unknown",3
"Other","2020-04","Female",1
"Other","2020-04","Unknown",1
"Other","2020-04","Male",7
"Other","2020-04","Unknown",1
"Other","2020-05","Female",3
"Other","2020-05","Male",9
"Other","2020-05","Unknown",2
"Other","2020-06","Female",3
"Other","2020-06","Male",3
"Other","2020-06","Unknown",3
"Other","2020-07","Female",2
"Other","2020-07","Male",4
"Other","2020-07","Unknown",2
"Other","2020-08","Female",1
"Other","2020-08","Male",7
"Other","2020-08","Unknown",2
"Other","2020-09","Female",1
"Other","2020-09","Male",8
"Other","2020-09","Unknown",1
"Other","2020-10","Female",3
"Other","2020-10","Male",11
"Other","2020-10","Unknown",2
"Other","2020-11","Female",2
"Other","2020-11","Male",8
"Other","2020-12","Unknown",1
"Other","2020-12","Male",11
"Other","2020-12","Unknown",2
"Other","2020-13","Female",2
"Other","2020-13","Unknown",1
"Other","2020-13","Male",8
"Other","2020-13","Unknown",2
"Other","2020-14","Female",5
"Other","2020-14","Male",7
"Other","2020-14","Unknown",3
"Other","2020-15","Female",1
"Other","2020-15","Male",4
"Other","2020-15","Unknown",1
"Other","2020-16","Female",2
"Other","2020-16","Unknown",1
"Other","2020-16","Male",5
"Other","2020-16","Unknown",3
"Other","2020-17","Female",3
"Other","2020-17","Male",7
"Other","2020-17","Unknown",1
"Other","2020-18","Male",9
"Other","2020-18","Unknown",1
"Other","2020-19","Male",9
"Other","2020-19","Unknown",1
"Other","2020-20","Female",2
"Other","2020-20","Male",7
"Other","2020-20","Unknown",2
"Other","2020-21","Female",1
"Other","2020-21","Male",5
"Other","2020-22","Female",1
"Other","2020-22","Male",5
"Other","2020-23","Female",1
"Other","2020-23","Male",6
"Other","2020-24","Unknown",1
"Unknown","2016-44","Female",9
"Unknown","2016-44","Male",38
"Unknown","2016-44","Unknown",119
"Unknown","2016-45","Female",11
"Unknown","2016-45","Male",53
"Unknown","2016-45","Unknown",112
"Unknown","2016-46","Female",6
"Unknown","2016-46","Male",39
"Unknown","2016-46","Unknown",127
"Unknown","2016-47","Female",5
"Unknown","2016-47","Unknown",1
"Unknown","2016-47","Male",36
"Unknown","2016-47","Unknown",106
"Unknown","2016-48","Female",8
"Unknown","2016-48","Unknown",2
"Unknown","2016-48","Male",35
"Unknown","2016-48","Unknown",104
"Unknown","2016-49","Female",9
"Unknown","2016-49","Unknown",1
"Unknown","2016-49","Male",28
"Unknown","2016-49","Unknown",91
"Unknown","2016-50","Female",12
"Unknown","2016-50","Male",19
"Unknown","2016-50","Unknown",94
"Unknown","2016-51","Female",7
"Unknown","2016-51","Male",42
"Unknown","2016-51","Unknown",115
"Unknown","2016-52","Female",6
"Unknown","2016-52","Male",37
"Unknown","2016-52","Unknown",101
"Unknown","2017-01","Female",4
"Unknown","2017-01","Male",30
"Unknown","2017-01","Unknown",101
"Unknown","2017-02","Female",12
"Unknown","2017-02","Male",24
"Unknown","2017-02","Unknown",119
"Unknown","2017-03","Female",8
"Unknown","2017-03","Male",51
"Unknown","2017-03","Unknown",130
"Unknown","2017-04","Female",9
"Unknown","2017-04","Male",29
"Unknown","2017-04","Unknown",107
"Unknown","2017-05","Female",5
"Unknown","2017-05","Unknown",1
"Unknown","2017-05","Male",33
"Unknown","2017-05","Unknown",127
"Unknown","2017-06","Female",9
"Unknown","2017-06","Male",41
"Unknown","2017-06","Unknown",102
"Unknown","2017-07","Female",10
"Unknown","2017-07","Male",39
"Unknown","2017-07","Unknown",132
"Unknown","2017-08","Female",12
"Unknown","2017-08","Male",34
"Unknown","2017-08","Unknown",149
"Unknown","2017-09","Female",7
"Unknown","2017-09","Unknown",1
"Unknown","2017-09","Male",33
"Unknown","2017-09","Unknown",118
"Unknown","2017-10","Female",12
"Unknown","2017-10","Male",36
"Unknown","2017-10","Unknown",114
"Unknown","2017-11","Female",8
"Unknown","2017-11","Male",36
"Unknown","2017-11","Unknown",128
"Unknown","2017-12","Female",4
"Unknown","2017-12","Male",43
"Unknown","2017-12","Unknown",118
"Unknown","2017-13","Female",7
"Unknown","2017-13","Male",55
"Unknown","2017-13","Unknown",135
"Unknown","2017-14","Female",9
"Unknown","2017-14","Unknown",1
"Unknown","2017-14","Male",52
"Unknown","2017-14","Unknown",143
"Unknown","2017-15","Female",7
"Unknown","2017-15","Male",57
"Unknown","2017-15","Unknown",133
"Unknown","2017-16","Female",11
"Unknown","2017-16","Unknown",2
"Unknown","2017-16","Male",46
"Unknown","2017-16","Unknown",125
"Unknown","2017-17","Female",13
"Unknown","2017-17","Male",30
"Unknown","2017-17","Unknown",112
"Unknown","2017-18","Female",8
"Unknown","2017-18","Male",56
"Unknown","2017-18","Unknown",136
"Unknown","2017-19","Female",9
"Unknown","2017-19","Unknown",1
"Unknown","2017-19","Male",43
"Unknown","2017-19","Unknown",125
"Unknown","2017-20","Female",13
"Unknown","2017-20","Male",52
"Unknown","2017-20","Unknown",131
"Unknown","2017-21","Female",13
"Unknown","2017-21","Unknown",1
"Unknown","2017-21","Male",41
"Unknown","2017-21","Unknown",169
"Unknown","2017-22","Female",12
"Unknown","2017-22","Male",58
"Unknown","2017-22","Unknown",117
"Unknown","2017-23","Female",9
"Unknown","2017-23","Male",54
"Unknown","2017-23","Unknown",137
"Unknown","2017-24","Female",21
"Unknown","2017-24","Male",56
"Unknown","2017-24","Unknown",120
"Unknown","2017-25","Female",13
"Unknown","2017-25","Male",41
"Unknown","2017-25","Unknown",140
"Unknown","2017-26","Female",11
"Unknown","2017-26","Unknown",1
"Unknown","2017-26","Male",56
"Unknown","2017-26","Unknown",98
"Unknown","2017-27","Female",11
"Unknown","2017-27","Unknown",1
"Unknown","2017-27","Male",51
"Unknown","2017-27","Unknown",110
"Unknown","2017-28","Female",13
"Unknown","2017-28","Male",55
"Unknown","2017-28","Unknown",119
"Unknown","2017-29","Female",16
"Unknown","2017-29","Male",58
"Unknown","2017-29","Unknown",127
"Unknown","2017-30","Female",21
"Unknown","2017-30","Unknown",1
"Unknown","2017-30","Male",63
"Unknown","2017-30","Unknown",128
"Unknown","2017-31","Female",6
"Unknown","2017-31","Unknown",1
"Unknown","2017-31","Male",69
"Unknown","2017-31","Unknown",125
